"","mz1","rt1","Intensity","mz2","rt2","Metabolite","Accession","Theoretical_mz","Adduct","Charge","Annotation","Score","delmz_ppm","Grades"
"1612",120.0655491,10.77705,1237131648,120.0655316,10.7790212,"L-Homoserine_RT4","NISTNO:1345307",120.0655316,"[M+H]+",1,"12C",0.985291937992445,0.145753716445955,"A+"
"1708",120.0655491,10.77705,1237131648,120.0655316,10.7790212,"O-Methyl-DL-serine_RT4","NISTNO:1235891",120.0655316,"[M+H]+",1,"12C",0.985291937992445,0.145753716445955,"A+"
"17610",120.0655491,10.77705,1237131648,120.0655316,10.7790212,"DL-Homoserine_RT4","NISTNO:1007226",120.0655316,"[M+H]+",1,"12C",0.985291937992445,0.145753716445955,"A+"
"18411",120.0655491,10.77705,1237131648,120.0655316,10.7790212,"L-.beta.-Homoserine_RT4","NISTNO:1363770",120.0655316,"[M+H]+",1,"12C",0.985291937992445,0.145753716445955,"A+"
"1923",120.0655491,10.77705,1237131648,120.0655316,10.7790212,"L-Serine methyl ester_RT4","NISTNO:1255564",120.0655316,"[M+H]+",1,"12C",0.985291937992445,0.145753716445955,"A+"
"1139",205.0971429,9.30995,112016664,205.097117,9.317845662,"L-Tryptophan","NISTNO:1188356",205.097117,"[M+H]+",1,"12C",0.9851066471036,0.126281622605366,"A+"
"11571",205.0971429,9.30995,112016664,205.097117,9.317845662,"2-Hydroxy-6-methylquinoline-3-carbaldehyde","NISTNO:1604545",205.097117,"[M+NH4]+",1,"12C",0.9851066471036,0.126281622605366,"A+"
"19611",134.0448045,10.0496666666667,57409480,134.0447877,10.0391154,"D-Aspartic acid_RT3","NISTNO:1250877",134.0447877,"[M+H]+",1,"12C",0.983616825820883,0.125331228316085,"A+"
"19702",134.0448045,10.0496666666667,57409480,134.0447877,10.0391154,"L-Aspartic acid_RT3","NISTNO:1005422",134.0447877,"[M+H]+",1,"12C",0.983616825820883,0.125331228316085,"A+"
"19792",134.0448045,10.0496666666667,57409480,134.0447877,10.0391154,"Iminodiacetic acid_RT3","NISTNO:1053809",134.0447877,"[M+H]+",1,"12C",0.983616825820883,0.125331228316085,"A+"
"1988",134.0448045,10.0496666666667,57409480,134.0447877,10.0391154,"Ethyl nitroacetate_RT3","NISTNO:1189846",134.0447877,"[M+H]+",1,"12C",0.983616825820883,0.125331228316085,"A+"
"4640",123.043972,10.0496666666667,6717819,123.0439696,10.06603902,"3,5-Dihydroxybenzyl alcohol","NISTNO:1332676",123.0439696,"[M+H-H2O]+",1,"12C",0.98351186819085,0.0195052220812973,"A+"
"4649",123.043972,10.0496666666667,6717819,123.0439696,10.06603902,"5-Amino-2-methoxyphenol_RT2","NISTNO:1353461",123.0439696,"[M+H-NH3]+",1,"12C",0.98351186819085,0.0195052220812973,"A+"
"4658",123.043972,10.0496666666667,6717819,123.0439696,10.06603902,"Salicylaldehyde","NISTNO:1222348",123.0439696,"[M+H]+",1,"12C",0.98351186819085,0.0195052220812973,"A+"
"4667",123.043972,10.0496666666667,6717819,123.0439696,10.06603902,"4-Hydroxybenzaldehyde","NISTNO:1185077",123.0439696,"[M+H]+",1,"12C",0.98351186819085,0.0195052220812973,"A+"
"4676",123.043972,10.0496666666667,6717819,123.0439696,10.06603902,"2-Methyl-1,4-benzoquinone","NISTNO:1607983",123.0439696,"[M+H]+",1,"12C",0.98351186819085,0.0195052220812973,"A+"
"2663",613.1595285,10.2692166666667,28952122,613.1594285,10.26545715,"Glutathione, oxidized","NISTNO:1236020",613.1594285,"[M+H]+",1,"12C",0.983263320252157,0.163089694160886,"A+"
"8017",168.065565,6.28795,1208423.75,168.0655435,6.276674398,"Pyridoxal_RT2","NISTNO:1198532",168.0655435,"[M+H]+",1,"12C",0.982947419749927,0.127926264982128,"A+"
"8026",168.065565,6.28795,1208423.75,168.0655435,6.276674398,"2-Amino-3-methoxybenzoic acid_RT2","NISTNO:1557787",168.0655435,"[M+H]+",1,"12C",0.982947419749927,0.127926264982128,"A+"
"2114",235.1651967,9.93238333333333,45913492,235.1651608,9.940528361,"N-.alpha.-(tert-Butoxycarbonyl)-L-valine_RT2","NISTNO:1071620",235.1651608,"[M+NH4]+",1,"12C",0.982697165232253,0.152658643813303,"A+"
"5474",184.0733742,11.06895,729742272,184.0733482,11.07907918,"Phosphocholine","NISTNO:1161931",184.0733482,"[M+H]+",1,"12C",0.982618678865107,0.141248021905385,"A+"
"13242",123.0552524,4.75153333333333,98140792,123.0552504,4.734054057,"1,3-Dimethyluracil","NISTNO:1153592",123.0552504,"[M+H-H2O]+",1,"12C",0.98244532380642,0.0162528616694015,"A+"
"13292",123.0552524,4.75153333333333,98140792,123.0552504,4.734054057,"Niacinamide","NISTNO:1147837",123.0552504,"[M+H]+",1,"12C",0.98244532380642,0.0162528616694015,"A+"
"1338",123.0552524,4.75153333333333,98140792,123.0552504,4.734054057,"Isonicotinamide","NISTNO:1192306",123.0552504,"[M+H]+",1,"12C",0.98244532380642,0.0162528616694015,"A+"
"1347",123.0552524,4.75153333333333,98140792,123.0552504,4.734054057,"2-Acetylpyrazine","NISTNO:1268798",123.0552504,"[M+H]+",1,"12C",0.98244532380642,0.0162528616694015,"A+"
"1353",123.0552524,4.75153333333333,98140792,123.0552504,4.734054057,"Picolinamide","NISTNO:1251248",123.0552504,"[M+H]+",1,"12C",0.98244532380642,0.0162528616694015,"A+"
"43811",130.0863457,18.5093333333333,8988626,130.086323,18.5060791,"4-Hydroxy-L-isoleucine_RT3","NISTNO:1292577",130.086323,"[M+H-H2O]+",1,"12C",0.982249204839581,0.174499482589313,"A+"
"4390",130.0863457,18.5093333333333,8988626,130.086323,18.5060791,"L-Lysine","NISTNO:1251695",130.086323,"[M+H-NH3]+",1,"12C",0.982249204839581,0.174499482589313,"A+"
"4419",130.0863457,18.5093333333333,8988626,130.086323,18.5060791,"Vigabatrin","NISTNO:1120240",130.086323,"[M+H]+",1,"12C",0.982249204839581,0.174499482589313,"A+"
"7690",146.0600128,9.30995,1411241.75,146.0599867,9.311119588,"5-Hydroxy-3,4-dihydro-2(1H)-quinolinone","NISTNO:1503494",146.0599867,"[M+H-H2O]+",1,"12C",0.982092397701717,0.178693671959507,"A+"
"7693",146.0600128,9.30995,1411241.75,146.0599867,9.311119588,"4-Oxo-4-(3-pyridyl)butanal","NISTNO:1528489",146.0599867,"[M+H-H2O]+",1,"12C",0.982092397701717,0.178693671959507,"A+"
"7696",146.0600128,9.30995,1411241.75,146.0599867,9.311119588,"6-Hydroxy-3,4-dihydro-1H-quinoline-2-one","NISTNO:1494397",146.0599867,"[M+H-H2O]+",1,"12C",0.982092397701717,0.178693671959507,"A+"
"7699",146.0600128,9.30995,1411241.75,146.0599867,9.311119588,"(R,S)-Norcotinine","NISTNO:1248798",146.0599867,"[M+H-NH3]+",1,"12C",0.982092397701717,0.178693671959507,"A+"
"7702",146.0600128,9.30995,1411241.75,146.0599867,9.311119588,"Indole-6-carboxaldehyde","NISTNO:1355586",146.0599867,"[M+H]+",1,"12C",0.982092397701717,0.178693671959507,"A+"
"7705",146.0600128,9.30995,1411241.75,146.0599867,9.311119588,"Indole-7-carboxaldehyde","NISTNO:1355570",146.0599867,"[M+H]+",1,"12C",0.982092397701717,0.178693671959507,"A+"
"7708",146.0600128,9.30995,1411241.75,146.0599867,9.311119588,"1H-Indole-4-carboxaldehyde","NISTNO:1143260",146.0599867,"[M+H]+",1,"12C",0.982092397701717,0.178693671959507,"A+"
"7711",146.0600128,9.30995,1411241.75,146.0599867,9.311119588,"Quinolin-6-ol","NISTNO:1604632",146.0599867,"[M+H]+",1,"12C",0.982092397701717,0.178693671959507,"A+"
"7714",146.0600128,9.30995,1411241.75,146.0599867,9.311119588,"Quinolin-5-ol","NISTNO:1604394",146.0599867,"[M+H]+",1,"12C",0.982092397701717,0.178693671959507,"A+"
"7717",146.0600128,9.30995,1411241.75,146.0599867,9.311119588,"Quinolin-3-ol","NISTNO:1604493",146.0599867,"[M+H]+",1,"12C",0.982092397701717,0.178693671959507,"A+"
"7720",146.0600128,9.30995,1411241.75,146.0599867,9.311119588,"Quinolin-8-ol","NISTNO:1604869",146.0599867,"[M+H]+",1,"12C",0.982092397701717,0.178693671959507,"A+"
"7723",146.0600128,9.30995,1411241.75,146.0599867,9.311119588,"Quinolin-7-ol","NISTNO:1604846",146.0599867,"[M+H]+",1,"12C",0.982092397701717,0.178693671959507,"A+"
"7726",146.0600128,9.30995,1411241.75,146.0599867,9.311119588,"4-Hydroxyquinoline","NISTNO:1270487",146.0599867,"[M+H]+",1,"12C",0.982092397701717,0.178693671959507,"A+"
"20153",352.1323751,3.47435,52299612,352.132331,3.461538951,"Trp-Met(O)","NISTNO:1078880",352.132331,"[M+H]+",1,"12C",0.982084475395174,0.125236993490631,"A+"
"20243",352.1323751,3.47435,52299612,352.132331,3.461538951,"N-Phthalyl-L-tryptophan","NISTNO:1393236",352.132331,"[M+NH4]+",1,"12C",0.982084475395174,0.125236993490631,"A+"
"20332",352.1323751,3.47435,52299612,352.132331,3.461538951,"Benzylpenicillin","NISTNO:1005593",352.132331,"[M+NH4]+",1,"12C",0.982084475395174,0.125236993490631,"A+"
"2544",223.0747375,11.29235,33931272,223.0747061,11.30361633,"L-Cystathionine","NISTNO:1178104",223.0747061,"[M+H]+",1,"12C",0.981970469579634,0.140759999825942,"A+"
"2553",223.0747375,11.29235,33931272,223.0747061,11.30361633,"DL-Cystathionine","NISTNO:1334387",223.0747061,"[M+H]+",1,"12C",0.981970469579634,0.140759999825942,"A+"
"19094",391.2840717,2.9242,59745124,391.2840033,2.919366455,".alpha.-Muricholic acid","NISTNO:1165429",391.2840033,"[M+H-H2O]+",1,"12C",0.98186315282963,0.174809058121808,"A+"
"19182",391.2840717,2.9242,59745124,391.2840033,2.919366455,"Dioctyl phthalate","NISTNO:1007014",391.2840033,"[M+H]+",1,"12C",0.98186315282963,0.174809058121808,"A+"
"19272",391.2840717,2.9242,59745124,391.2840033,2.919366455,"Diisooctyl phthalate","NISTNO:1033593",391.2840033,"[M+H]+",1,"12C",0.98186315282963,0.174809058121808,"A+"
"19361",391.2840717,2.9242,59745124,391.2840033,2.919366455,"Bis(2-ethylhexyl) phthalate","NISTNO:1098190",391.2840033,"[M+H]+",1,"12C",0.98186315282963,0.174809058121808,"A+"
"4540",146.0811897,10.7571833333333,7981206,146.0811629,10.75981649,"1-Deoxynojirimycin_RT2","NISTNO:1217769",146.0811629,"[M+H-H2O]+",1,"12C",0.981466035313097,0.183459623073898,"A+"
"4547",146.0811897,10.7571833333333,7981206,146.0811629,10.75981649,"Deoxygalactonojirimycin_RT2","NISTNO:1069422",146.0811629,"[M+H-H2O]+",1,"12C",0.981466035313097,0.183459623073898,"A+"
"4559",146.0811897,10.7571833333333,7981206,146.0811629,10.75981649,"DL-5-Hydroxylysine_RT2","NISTNO:1030907",146.0811629,"[M+H-NH3]+",1,"12C",0.981466035313097,0.183459623073898,"A+"
"4576",146.0811897,10.7571833333333,7981206,146.0811629,10.75981649,"N-Isobutyrylglycine_RT3","NISTNO:1256674",146.0811629,"[M+H]+",1,"12C",0.981466035313097,0.183459623073898,"A+"
"3226",132.1019409,9.76253333333333,1211941632,132.1019153,9.765640259,"L-Isoleucine_RT3","NISTNO:1188555",132.1019153,"[M+H]+",1,"12C",0.980373548535308,0.193789733989634,"A+"
"3284",132.1019409,9.76253333333333,1211941632,132.1019153,9.765640259,"L-Leucine_RT3","NISTNO:1250948",132.1019153,"[M+H]+",1,"12C",0.980373548535308,0.193789733989634,"A+"
"3342",132.1019409,9.76253333333333,1211941632,132.1019153,9.765640259,"N-Methyl-L-valine_RT3","NISTNO:1251176",132.1019153,"[M+H]+",1,"12C",0.980373548535308,0.193789733989634,"A+"
"3408",132.1019409,9.76253333333333,1211941632,132.1019153,9.765640259,"Norleucine_RT3","NISTNO:1007133",132.1019153,"[M+H]+",1,"12C",0.980373548535308,0.193789733989634,"A+"
"1438",90.05499878,10.9005166666667,70014408,90.05499196,10.88221232,".beta.-Alanine_RT2","NISTNO:1570375",90.05499196,"[M+H]+",1,"12C",0.980190868125311,0.0757314985559761,"A+"
"1447",90.05499878,10.9005166666667,70014408,90.05499196,10.88221232,"Sarcosine_RT2","NISTNO:1059339",90.05499196,"[M+H]+",1,"12C",0.980190868125311,0.0757314985559761,"A+"
"20810",132.1019052,9.54176666666667,1225324160,132.1018793,9.538512166,"L-Leucine_RT2","NISTNO:1250950",132.1018793,"[M+H]+",1,"12C",0.980125644848916,0.196060760500951,"A+"
"21710",132.1019052,9.54176666666667,1225324160,132.1018793,9.538512166,"L-Isoleucine_RT2","NISTNO:1005840",132.1018793,"[M+H]+",1,"12C",0.980125644848916,0.196060760500951,"A+"
"6093",126.0219593,10.1429666666667,455512064,126.021947,10.16076762,"Taurine","NISTNO:1173806",126.021947,"[M+H]+",1,"12C",0.979698878922772,0.0976020375897765,"A+"
"5455",124.0869728,10.7571833333333,4025210.25,124.0869484,10.75171814,"L-Histidinol","NISTNO:1065128",124.0869484,"[M+H-H2O]+",1,"12C",0.979591017143074,0.196636274141774,"A+"
"2613",293.145462,10.9841,30394350,293.1454589,10.96346232,"Glu-Gln_RT2","NISTNO:1090000",293.1454589,"[M+NH4]+",1,"12C",0.979335244195106,0.0105749548151307,"A+"
"8511",147.0764465,10.9841,1493898752,147.0764427,10.96346232,"L-Glutamine_RT5","NISTNO:1011495",147.0764427,"[M+H]+",1,"12C",0.979201218983549,0.0258369038156943,"A+"
"9410",147.0764465,10.9841,1493898752,147.0764427,10.96346232,"N-Nitroso-N-methyl-3-aminopropionic acid, methyl ester_RT5","NISTNO:1527326",147.0764427,"[M+H]+",1,"12C",0.979201218983549,0.0258369038156943,"A+"
"10712",147.0764465,10.9841,1493898752,147.0764427,10.96346232,"L-Pyroglutamic acid_RT6","NISTNO:1352343",147.0764427,"[M+NH4]+",1,"12C",0.979201218983549,0.0258369038156943,"A+"
"11612",147.0764465,10.9841,1493898752,147.0764427,10.96346232,"D-Pyroglutamic acid_RT6","NISTNO:1180513",147.0764427,"[M+NH4]+",1,"12C",0.979201218983549,0.0258369038156943,"A+"
"1256",147.0764465,10.9841,1493898752,147.0764427,10.96346232,"DL-Pyroglutamic acid_RT6","NISTNO:1333346",147.0764427,"[M+NH4]+",1,"12C",0.979201218983549,0.0258369038156943,"A+"
"13411",147.0764465,10.9841,1493898752,147.0764427,10.96346232,"2-Hydroxy-N-methylsuccinimide_RT6","NISTNO:1005363",147.0764427,"[M+NH4]+",1,"12C",0.979201218983549,0.0258369038156943,"A+"
"72331",180.0866269,10.5917666666667,1839105.375,180.0866095,10.57327576,"N-Tris(hydroxymethyl)methylglycine_RT4","NISTNO:1108735",180.0866095,"[M+H]+",1,"12C",0.979136917861189,0.0966201671367707,"A+"
"7238",180.0866269,10.5917666666667,1839105.375,180.0866095,10.57327576,"1,6-Anhydro-.beta.-D-glucose_RT5","NISTNO:1031999",180.0866095,"[M+NH4]+",1,"12C",0.979136917861189,0.0966201671367707,"A+"
"2386",84.04441833,10.9841,41813308,84.04442173,10.96346232,"1-Aminocyclopropanecarboxylic acid_RT6","NISTNO:1052785",84.04442173,"[M+H-H2O]+",1,"12C",0.978969552004567,0.0404547983632903,"A+"
"2395",84.04441833,10.9841,41813308,84.04442173,10.96346232,"L-.alpha.-Amino-.gamma.-butyrolactone_RT6","NISTNO:1364802",84.04442173,"[M+H-H2O]+",1,"12C",0.978969552004567,0.0404547983632903,"A+"
"5490",131.1179799,17.9351666666667,3733653.75,131.1179593,17.92115275,"N-Acetylputrescine_RT3","NISTNO:1069885",131.1179593,"[M+H]+",1,"12C",0.978947050570583,0.157110413193218,"A+"
"5499",131.1179799,17.9351666666667,3733653.75,131.1179593,17.92115275,".epsilon.-Caprolactam_RT3","NISTNO:1360880",131.1179593,"[M+NH4]+",1,"12C",0.978947050570583,0.157110413193218,"A+"
"4923",203.13908,10.77705,5288065,203.1390452,10.78948466,"Glutamine, butyl ester","NISTNO:1006963",203.1390452,"[M+H]+",1,"12C",0.978831720681394,0.171311202200838,"A+"
"4931",203.13908,10.77705,5288065,203.1390452,10.78948466,"5-Oxo-1-propyl-2-pyrrolidineacetic acid","NISTNO:1495206",203.1390452,"[M+NH4]+",1,"12C",0.978831720681394,0.171311202200838,"A+"
"6383",150.0583827,9.84073333333333,362357632,150.0583791,9.861873372,"L-Methionine","NISTNO:1189718",150.0583791,"[M+H]+",1,"12C",0.978724268433333,0.023990662493314,"A+"
"6474",150.0583827,9.84073333333333,362357632,150.0583791,9.861873372,"Penicillamine","NISTNO:1000965",150.0583791,"[M+H]+",1,"12C",0.978724268433333,0.023990662493314,"A+"
"2650",133.0317797,9.84073333333333,29325086,133.0317759,9.861873372,"L-Methionine","NISTNO:1004628",133.0317759,"[M+H-NH3]+",1,"12C",0.978667850547285,0.0285646029987893,"A+"
"2659",133.0317797,9.84073333333333,29325086,133.0317759,9.861873372,"Penicillamine","NISTNO:1000965",133.0317759,"[M+H-NH3]+",1,"12C",0.978667850547285,0.0285646029987893,"A+"
"4440",101.0709966,10.9841,8877969,101.0709898,10.96346232,"DL-2,4-Diaminobutyric acid_RT3","NISTNO:1113031",101.0709898,"[M+H-H2O]+",1,"12C",0.978293340526767,0.067279439433175,"A+"
"5148",170.1174639,10.8138666666667,4555206.5,170.1174419,10.83154093,"7-Keto-8-aminopelargonic acid","NISTNO:1107746",170.1174419,"[M+H-H2O]+",1,"12C",0.978099716089197,0.129322407570283,"A+"
"5157",170.1174639,10.8138666666667,4555206.5,170.1174419,10.83154093,"3-Phenoxy-1-propanol_RT3","NISTNO:1102433",170.1174419,"[M+NH4]+",1,"12C",0.978099716089197,0.129322407570283,"A+"
"5166",170.1174639,10.8138666666667,4555206.5,170.1174419,10.83154093,"1-Phenoxy-2-propanol_RT3","NISTNO:1110282",170.1174419,"[M+NH4]+",1,"12C",0.978099716089197,0.129322407570283,"A+"
"5175",170.1174639,10.8138666666667,4555206.5,170.1174419,10.83154093,"4-Hydroxynonenal alkyne_RT3","NISTNO:1315200",170.1174419,"[M+NH4]+",1,"12C",0.978099716089197,0.129322407570283,"A+"
"5457",124.0869728,10.7571833333333,4025210.25,124.0869455,10.75981649,"L-Histidinol","NISTNO:1333165",124.0869455,"[M+H-H2O]+",1,"12C",0.977842287540908,0.220006978841265,"A+"
"5624",144.0807781,9.30995,3310873.25,144.0807502,9.32079366,"3-(2-Hydroxyethyl)indole","NISTNO:1051640",144.0807502,"[M+H-H2O]+",1,"12C",0.977806424722994,0.193641375067553,"A+"
"5633",144.0807781,9.30995,3310873.25,144.0807502,9.32079366,"5-Methylmyosmine","NISTNO:1508327",144.0807502,"[M+H-NH3]+",1,"12C",0.977806424722994,0.193641375067553,"A+"
"5642",144.0807781,9.30995,3310873.25,144.0807502,9.32079366,"Anatabine","NISTNO:1259787",144.0807502,"[M+H-NH3]+",1,"12C",0.977806424722994,0.193641375067553,"A+"
"5651",144.0807781,9.30995,3310873.25,144.0807502,9.32079366,"Tolazoline","NISTNO:1025804",144.0807502,"[M+H-NH3]+",1,"12C",0.977806424722994,0.193641375067553,"A+"
"5660",144.0807781,9.30995,3310873.25,144.0807502,9.32079366,"Tryptamine","NISTNO:1054031",144.0807502,"[M+H-NH3]+",1,"12C",0.977806424722994,0.193641375067553,"A+"
"5669",144.0807781,9.30995,3310873.25,144.0807502,9.32079366,"2-Propylbenzimidazole","NISTNO:1112698",144.0807502,"[M+H-NH3]+",1,"12C",0.977806424722994,0.193641375067553,"A+"
"5678",144.0807781,9.30995,3310873.25,144.0807502,9.32079366,"1-Naphthalenamine","NISTNO:1570782",144.0807502,"[M+H]+",1,"12C",0.977806424722994,0.193641375067553,"A+"
"5687",144.0807781,9.30995,3310873.25,144.0807502,9.32079366,"2-Aminonaphthalene","NISTNO:1253620",144.0807502,"[M+H]+",1,"12C",0.977806424722994,0.193641375067553,"A+"
"4694",148.0968075,10.6699666666667,6550332,148.0968394,10.6761322,"4-Hydroxy-L-isoleucine_RT2","NISTNO:1292563",148.0968394,"[M+H]+",1,"12C",0.977595003272257,0.215399646491286,"A+"
"4703",148.0968075,10.6699666666667,6550332,148.0968394,10.6761322,"3-Methyl-2-oxopentanoic acid_RT2","NISTNO:1052893",148.0968394,"[M+NH4]+",1,"12C",0.977595003272257,0.215399646491286,"A+"
"4712",148.0968075,10.6699666666667,6550332,148.0968394,10.6761322,"4-Oxohexanoic acid_RT2","NISTNO:1054290",148.0968394,"[M+NH4]+",1,"12C",0.977595003272257,0.215399646491286,"A+"
"47211",148.0968075,10.6699666666667,6550332,148.0968394,10.6761322,"2-Ketohexanoic acid_RT2","NISTNO:1357838",148.0968394,"[M+NH4]+",1,"12C",0.977595003272257,0.215399646491286,"A+"
"4730",148.0968075,10.6699666666667,6550332,148.0968394,10.6761322,"DL-Mevalonic acid lactone_RT2","NISTNO:1193790",148.0968394,"[M+NH4]+",1,"12C",0.977595003272257,0.215399646491286,"A+"
"4739",148.0968075,10.6699666666667,6550332,148.0968394,10.6761322,"4-Methyl-2-oxovaleric acid_RT2","NISTNO:1052329",148.0968394,"[M+NH4]+",1,"12C",0.977595003272257,0.215399646491286,"A+"
"44581",103.0541964,9.3378,8642741,103.0542189,9.342910767,"Phenylacetaldehyde","NISTNO:1192268",103.0542189,"[M+H-H2O]+",1,"12C",0.977576634041849,0.218331720454194,"A+"
"1426",120.0655491,10.77705,1237131648,120.0655266,10.78948466,"L-Threonine_RT4","NISTNO:1005000",120.0655266,"[M+H]+",1,"12C",0.977510013183009,0.187397635447422,"A+"
"1517",120.0655491,10.77705,1237131648,120.0655266,10.78948466,"N-Methyl-L-serine_RT4","NISTNO:1251473",120.0655266,"[M+H]+",1,"12C",0.977510013183009,0.187397635447422,"A+"
"1602",120.0655491,10.77705,1237131648,120.0655266,10.78948466,"L-Homoserine_RT4","NISTNO:1345308",120.0655266,"[M+H]+",1,"12C",0.977510013183009,0.187397635447422,"A+"
"13301",123.0552524,4.75153333333333,98140792,123.0552247,4.752351888,"Niacinamide","NISTNO:1147838",123.0552247,"[M+H]+",1,"12C",0.977474908606066,0.225102134721725,"A+"
"1170",170.0924063,10.7571833333333,111911656,170.0923967,10.7790212,"1-Methyl-L-histidine","NISTNO:1032047",170.0923967,"[M+H]+",1,"12C",0.977444578162579,0.0564399093841246,"A+"
"11793",170.0924063,10.7571833333333,111911656,170.0923967,10.7790212,"3-Methyl-L-histidine","NISTNO:1057225",170.0923967,"[M+H]+",1,"12C",0.977444578162579,0.0564399093841246,"A+"
"1189",170.0924063,10.7571833333333,111911656,170.0923967,10.7790212,"N-(Hydroxymethyl)nicotinamide","NISTNO:1552281",170.0923967,"[M+NH4]+",1,"12C",0.977444578162579,0.0564399093841246,"A+"
"6127",149.0596962,9.30995,2587449,149.0596667,9.32079366,"Caffeoyl alcohol","NISTNO:1445458",149.0596667,"[M+H-H2O]+",1,"12C",0.977433256721748,0.197907286371908,"A+"
"6136",149.0596962,9.30995,2587449,149.0596667,9.32079366,"Apocynin","NISTNO:1051380",149.0596667,"[M+H-H2O]+",1,"12C",0.977433256721748,0.197907286371908,"A+"
"61451",149.0596962,9.30995,2587449,149.0596667,9.32079366,"Tropic acid","NISTNO:1052243",149.0596667,"[M+H-H2O]+",1,"12C",0.977433256721748,0.197907286371908,"A+"
"6154",149.0596962,9.30995,2587449,149.0596667,9.32079366,"Ethylvanillin","NISTNO:1469293",149.0596667,"[M+H-H2O]+",1,"12C",0.977433256721748,0.197907286371908,"A+"
"61631",149.0596962,9.30995,2587449,149.0596667,9.32079366,"Acetoisovanillone","NISTNO:1468756",149.0596667,"[M+H-H2O]+",1,"12C",0.977433256721748,0.197907286371908,"A+"
"6172",149.0596962,9.30995,2587449,149.0596667,9.32079366,"4-Ethoxybenzoic acid","NISTNO:1471471",149.0596667,"[M+H-H2O]+",1,"12C",0.977433256721748,0.197907286371908,"A+"
"61811",149.0596962,9.30995,2587449,149.0596667,9.32079366,"DL-3-Phenyllactic acid","NISTNO:1052286",149.0596667,"[M+H-H2O]+",1,"12C",0.977433256721748,0.197907286371908,"A+"
"6190",149.0596962,9.30995,2587449,149.0596667,9.32079366,"3-Phenoxypropionic acid","NISTNO:1198397",149.0596667,"[M+H-H2O]+",1,"12C",0.977433256721748,0.197907286371908,"A+"
"6199",149.0596962,9.30995,2587449,149.0596667,9.32079366,"Ethyl 3-hydroxybenzoate","NISTNO:1524706",149.0596667,"[M+H-H2O]+",1,"12C",0.977433256721748,0.197907286371908,"A+"
"6208",149.0596962,9.30995,2587449,149.0596667,9.32079366,"Ethyl 4-hydroxybenzoate","NISTNO:1471503",149.0596667,"[M+H-H2O]+",1,"12C",0.977433256721748,0.197907286371908,"A+"
"6217",149.0596962,9.30995,2587449,149.0596667,9.32079366,"D-(+)-3-Phenyllactic acid","NISTNO:1054234",149.0596667,"[M+H-H2O]+",1,"12C",0.977433256721748,0.197907286371908,"A+"
"6226",149.0596962,9.30995,2587449,149.0596667,9.32079366,"4-Methoxyphenylacetic acid","NISTNO:1192293",149.0596667,"[M+H-H2O]+",1,"12C",0.977433256721748,0.197907286371908,"A+"
"6235",149.0596962,9.30995,2587449,149.0596667,9.32079366,"Salicylic acid ethyl ester","NISTNO:1523070",149.0596667,"[M+H-H2O]+",1,"12C",0.977433256721748,0.197907286371908,"A+"
"6244",149.0596962,9.30995,2587449,149.0596667,9.32079366,"2'-Hydroxy-4'-methoxyacetophenone","NISTNO:1073911",149.0596667,"[M+H-H2O]+",1,"12C",0.977433256721748,0.197907286371908,"A+"
"6253",149.0596962,9.30995,2587449,149.0596667,9.32079366,"2'-Hydroxy-5'-methoxyacetophenone","NISTNO:1073815",149.0596667,"[M+H-H2O]+",1,"12C",0.977433256721748,0.197907286371908,"A+"
"62622",149.0596962,9.30995,2587449,149.0596667,9.32079366,"2'-Hydroxy-6'-methoxyacetophenone","NISTNO:1073895",149.0596667,"[M+H-H2O]+",1,"12C",0.977433256721748,0.197907286371908,"A+"
"6271",149.0596962,9.30995,2587449,149.0596667,9.32079366,"3-(2-Hydroxyphenyl)propionic acid","NISTNO:1552290",149.0596667,"[M+H-H2O]+",1,"12C",0.977433256721748,0.197907286371908,"A+"
"6280",149.0596962,9.30995,2587449,149.0596667,9.32079366,"3-(4-Hydroxyphenyl)propionic acid","NISTNO:1349939",149.0596667,"[M+H-H2O]+",1,"12C",0.977433256721748,0.197907286371908,"A+"
"6289",149.0596962,9.30995,2587449,149.0596667,9.32079366,"Metolcarb_RT2","NISTNO:1119818",149.0596667,"[M+H-NH3]+",1,"12C",0.977433256721748,0.197907286371908,"A+"
"6298",149.0596962,9.30995,2587449,149.0596667,9.32079366,"Benzocaine_RT2","NISTNO:1006324",149.0596667,"[M+H-NH3]+",1,"12C",0.977433256721748,0.197907286371908,"A+"
"6307",149.0596962,9.30995,2587449,149.0596667,9.32079366,"Ethenzamide_RT2","NISTNO:1119543",149.0596667,"[M+H-NH3]+",1,"12C",0.977433256721748,0.197907286371908,"A+"
"6316",149.0596962,9.30995,2587449,149.0596667,9.32079366,"L-Phenylalanine_RT2","NISTNO:1251508",149.0596667,"[M+H-NH3]+",1,"12C",0.977433256721748,0.197907286371908,"A+"
"6325",149.0596962,9.30995,2587449,149.0596667,9.32079366,"DL-Phenylalanine_RT2","NISTNO:1004873",149.0596667,"[M+H-NH3]+",1,"12C",0.977433256721748,0.197907286371908,"A+"
"6334",149.0596962,9.30995,2587449,149.0596667,9.32079366,"N-(4-Hydroxyphenyl)propanamide_RT2","NISTNO:1113356",149.0596667,"[M+H-NH3]+",1,"12C",0.977433256721748,0.197907286371908,"A+"
