Analyte Cluster,Analyte Group,Analyte,Accession,Theoretical m/z,Adduct,Charge,Average m/z,Delta Average m/z ppm,Average RT,Std dev RT,Sample,Library,Record ID,ID Score,Raw Intensity,m/z,Aligned RT,delta m/z AMU,delta m/z ppm,m/z FWHM,RT FWHM,Isotopic Distribution Score,Mass Accuracy Score,MS2 Score,XIC Score,Attributes
,D-Psicose_RT4,N-Methyl-L-glutamic acid_RT2,CASNO:6753-62-4,144.0655984,[M+H-H2O]+,1,144.06554,NaN,10.667026,0.09489579,070518Phhmet20,nist_library_elements (2017).libdb,NISTNO:1251158,0.9726591,1.30E+07,144.0655984,10.62128296,7.88E-05,0.546817707,4.12E-04,0.054836019,,0.9726591,,R,
,D-Psicose_RT4,N-Methyl-L-glutamic acid_RT2,CASNO:6753-62-4,144.0655226,[M+H-H2O]+,1,144.06554,NaN,10.667026,0.09489579,070518Phhmet38,nist_library_elements (2017).libdb,NISTNO:1251135,0.8780803,6.67E+08,144.0655226,10.6761322,2.97E-06,0.020635808,0.002120972,0.214101823,0.7225915,0.9989682,0.889614,0.6412391,
,D-Psicose_RT4,N-Methyl-L-glutamic acid_RT2,CASNO:6753-62-4,144.0656207,[M+H-H2O]+,1,144.06554,NaN,10.667026,0.09489579,070518Phhmet19,nist_library_elements (2017).libdb,NISTNO:1251158,0.96490335,3.80E+06,144.0656207,10.6761322,1.01E-04,0.701933223,4.12E-04,0,,0.96490335,,R,
,D-Psicose_RT4,N-Methyl-L-glutamic acid_RT2,CASNO:6753-62-4,144.0655488,[M+H-H2O]+,1,144.06554,NaN,10.667026,0.09489579,070518Phhmet39,nist_library_elements (2017).libdb,NISTNO:1251135,0.84922457,6.03E+08,144.0655488,10.60337524,2.92E-05,0.20241976,0.001144409,0.223420143,0.6315887,0.989879,0.87488496,0.55385566,
,D-Psicose_RT4,N-Methyl-L-glutamic acid_RT2,CASNO:6753-62-4,144.0655076,[M+H-H2O]+,1,144.06554,NaN,10.667026,0.09489579,070518Phhmet3,nist_library_elements (2017).libdb,NISTNO:1251158,0.9958475,1.67E+07,144.0655076,10.88221232,1.20E-05,0.08305066,3.97E-04,0.081890949,,0.99584746,,R,
,D-Psicose_RT4,N-Methyl-L-glutamic acid_RT2,CASNO:6753-62-4,144.0654924,[M+H-H2O]+,1,144.06554,NaN,10.667026,0.09489579,070518Phhmet21,nist_library_elements (2017).libdb,NISTNO:1251158,0.99054605,1.62E+07,144.0654924,10.62766317,2.72E-05,0.189078744,5.19E-04,0.054870605,,0.99054605,,R,
,D-Psicose_RT4,N-Methyl-L-glutamic acid_RT2,CASNO:6753-62-4,144.0654915,[M+H-H2O]+,1,144.06554,NaN,10.667026,0.09489579,070518Phhmet1,nist_library_elements (2017).libdb,NISTNO:1251158,0.9902445,3.36E+07,144.0654915,10.67613322,2.81E-05,0.195110214,3.51E-04,0.295357863,,0.9902445,,R,
,D-Psicose_RT4,3-Aminoadipic acid_RT2,CASNO:40967-78-0,144.0655384,[M+H-H2O]+,1,144.06554,NaN,10.667026,0.09489579,070518Phhmet37,nist_library_elements (2017).libdb,NISTNO:1007125,0.45419177,4.90E+08,144.0655384,10.57327576,1.88E-05,0.130489542,0.001098633,0.233303897,0.5380875,0.9934755,0.24646531,0.4174314,
,D-Psicose_RT4,3-Aminoadipic acid_RT2,CASNO:40967-78-0,144.0655984,[M+H-H2O]+,1,144.06554,NaN,10.667026,0.09489579,070518Phhmet20,nist_library_elements (2017).libdb,NISTNO:1007125,0.9726591,1.30E+07,144.0655984,10.62128296,7.88E-05,0.546817707,4.12E-04,0.054836019,,0.9726591,,R,
,D-Psicose_RT4,3-Aminoadipic acid_RT2,CASNO:40967-78-0,144.0655226,[M+H-H2O]+,1,144.06554,NaN,10.667026,0.09489579,070518Phhmet38,nist_library_elements (2017).libdb,NISTNO:1007125,0.48028862,6.67E+08,144.0655226,10.6761322,2.97E-06,0.020635808,0.002120972,0.214101823,0.7225915,0.9989682,0.2266278,0.6412391,
,D-Psicose_RT4,3-Aminoadipic acid_RT2,CASNO:40967-78-0,144.0656207,[M+H-H2O]+,1,144.06554,NaN,10.667026,0.09489579,070518Phhmet19,nist_library_elements (2017).libdb,NISTNO:1007125,0.96490335,3.80E+06,144.0656207,10.6761322,1.01E-04,0.701933223,4.12E-04,0,,0.96490335,,R,
,D-Psicose_RT4,3-Aminoadipic acid_RT2,CASNO:40967-78-0,144.0655488,[M+H-H2O]+,1,144.06554,NaN,10.667026,0.09489579,070518Phhmet39,nist_library_elements (2017).libdb,NISTNO:1007125,0.46468848,6.03E+08,144.0655488,10.60337524,2.92E-05,0.20241976,0.001144409,0.223420143,0.6315887,0.989879,0.2339916,0.55385566,
,D-Psicose_RT4,3-Aminoadipic acid_RT2,CASNO:40967-78-0,144.0655076,[M+H-H2O]+,1,144.06554,NaN,10.667026,0.09489579,070518Phhmet3,nist_library_elements (2017).libdb,NISTNO:1007125,0.9958475,1.67E+07,144.0655076,10.88221232,1.20E-05,0.08305066,3.97E-04,0.081890949,,0.99584746,,R,
,D-Psicose_RT4,3-Aminoadipic acid_RT2,CASNO:40967-78-0,144.0654924,[M+H-H2O]+,1,144.06554,NaN,10.667026,0.09489579,070518Phhmet21,nist_library_elements (2017).libdb,NISTNO:1007125,0.99054605,1.62E+07,144.0654924,10.62766317,2.72E-05,0.189078744,5.19E-04,0.054870605,,0.99054605,,R,
,D-Psicose_RT4,3-Aminoadipic acid_RT2,CASNO:40967-78-0,144.0654915,[M+H-H2O]+,1,144.06554,NaN,10.667026,0.09489579,070518Phhmet1,nist_library_elements (2017).libdb,NISTNO:1007125,0.9902445,3.36E+07,144.0654915,10.67613322,2.81E-05,0.195110214,3.51E-04,0.295357863,,0.9902445,,R,
,L-Phenylalanine,2-Amino-1-phenylethanol,CASNO:7568-93-6,120.0807249,[M+H-H2O]+,1,120.08074,0.41903168,9.348997,0.015946167,070518Phhmet37,nist_library_elements (2017).libdb,NISTNO:1335242,0.9802609,2.57E+10,120.0807249,9.338126628,5.08E-05,0.42321006,0.001037598,0.123694992,0.931783,0.9788395,0.996894,0.830857,
,L-Phenylalanine,2-Amino-1-phenylethanol,CASNO:7568-93-6,120.0807059,[M+H-H2O]+,1,120.08074,0.41903168,9.348997,0.015946167,070518Phhmet20,nist_library_elements (2017).libdb,NISTNO:1335241,0.9765439,4.37E+09,120.0807059,9.346391805,6.98E-05,0.581643667,0.001014709,0.104300292,0.92210084,0.9709178,0.9965669,0.6152052,
,L-Phenylalanine,2-Amino-1-phenylethanol,CASNO:7568-93-6,120.0807236,[M+H-H2O]+,1,120.08074,0.41903168,9.348997,0.015946167,070518Phhmet38,nist_library_elements (2017).libdb,NISTNO:1335242,0.98876727,2.31E+10,120.0807236,9.32079366,5.22E-05,0.434406156,0.001037598,0.115040898,0.97390646,0.9782797,0.99721676,0.7178815,
,L-Phenylalanine,2-Amino-1-phenylethanol,CASNO:7568-93-6,120.0807558,[M+H-H2O]+,1,120.08074,0.41903168,9.348997,0.015946167,070518Phhmet2,nist_library_elements (2017).libdb,NISTNO:1335241,0.98845583,3.99E+09,120.0807558,9.366633097,2.00E-05,0.166193192,0.001113892,0.105271212,0.985163,0.99169034,0.9884753,0.5093056,
,L-Phenylalanine,2-Amino-1-phenylethanol,CASNO:7568-93-6,120.0808184,[M+H-H2O]+,1,120.08074,0.41903168,9.348997,0.015946167,070518Phhmet19,nist_library_elements (2017).libdb,NISTNO:1335241,0.9874783,4.83E+09,120.0808184,9.342910767,4.27E-05,0.355540027,0.001022339,0.102475667,0.9653553,0.98222303,0.9966044,0.50101,
,L-Phenylalanine,2-Amino-1-phenylethanol,CASNO:7568-93-6,120.0806896,[M+H-H2O]+,1,120.08074,0.41903168,9.348997,0.015946167,070518Phhmet39,nist_library_elements (2017).libdb,NISTNO:1335242,0.98684865,2.13E+10,120.0806896,9.344497681,8.61E-05,0.717383273,0.001205444,0.109698025,0.9782903,0.9641308,0.9972741,0.7784848,
,L-Phenylalanine,2-Amino-1-phenylethanol,CASNO:7568-93-6,120.0807863,[M+H-H2O]+,1,120.08074,0.41903168,9.348997,0.015946167,070518Phhmet3,nist_library_elements (2017).libdb,NISTNO:1335241,0.9882799,4.02E+09,120.0807863,9.371263631,1.05E-05,0.087600299,0.001022339,0.102441343,0.9700252,0.99562,0.99191815,0.43380514,
,L-Phenylalanine,2-Amino-1-phenylethanol,CASNO:7568-93-6,120.0807176,[M+H-H2O]+,1,120.08074,0.41903168,9.348997,0.015946167,070518Phhmet21,nist_library_elements (2017).libdb,NISTNO:1335241,0.9873167,4.51E+09,120.0807176,9.345873006,5.81E-05,0.484062537,9.99E-04,0.101822797,0.97055864,0.9757969,0.9967427,0.5887544,
,L-Phenylalanine,2-Amino-1-phenylethanol,CASNO:7568-93-6,120.0807131,[M+H-H2O]+,1,120.08074,0.41903168,9.348997,0.015946167,070518Phhmet1,nist_library_elements (2017).libdb,NISTNO:1335241,0.97583055,4.06E+09,120.0807131,9.364488729,6.26E-05,0.521246,0.001991272,0.106192144,0.9498978,0.9739377,0.9851057,0.42413393,
,L-Phenylalanine,(R)-(-)-2-Phenylglycinol,CASNO:56613-80-0,120.0807249,[M+H-H2O]+,1,120.08074,0.41903168,9.348997,0.015946167,070518Phhmet37,nist_library_elements (2017).libdb,NISTNO:1212208,0.9717672,2.57E+10,120.0807249,9.338126628,5.08E-05,0.42321006,0.001037598,0.123694992,0.931783,0.9788395,0.98273784,0.830857,
,L-Phenylalanine,(R)-(-)-2-Phenylglycinol,CASNO:56613-80-0,120.0807059,[M+H-H2O]+,1,120.08074,0.41903168,9.348997,0.015946167,070518Phhmet20,nist_library_elements (2017).libdb,NISTNO:1212208,0.95454186,4.37E+09,120.0807059,9.346391805,6.98E-05,0.581643667,0.001014709,0.104300292,0.92210084,0.9709178,0.95989686,0.6152052,
,L-Phenylalanine,(R)-(-)-2-Phenylglycinol,CASNO:56613-80-0,120.0807236,[M+H-H2O]+,1,120.08074,0.41903168,9.348997,0.015946167,070518Phhmet38,nist_library_elements (2017).libdb,NISTNO:1212208,0.9809456,2.31E+10,120.0807236,9.32079366,5.22E-05,0.434406156,0.001037598,0.115040898,0.97390646,0.9782797,0.9841805,0.7178815,
,L-Phenylalanine,(R)-(-)-2-Phenylglycinol,CASNO:56613-80-0,120.0807558,[M+H-H2O]+,1,120.08074,0.41903168,9.348997,0.015946167,070518Phhmet2,nist_library_elements (2017).libdb,NISTNO:1212203,0.95816976,3.99E+09,120.0807558,9.366633097,2.00E-05,0.166193192,0.001113892,0.105271212,0.985163,0.99169034,0.9379986,0.5093056,
,L-Phenylalanine,(R)-(-)-2-Phenylglycinol,CASNO:56613-80-0,120.0808184,[M+H-H2O]+,1,120.08074,0.41903168,9.348997,0.015946167,070518Phhmet19,nist_library_elements (2017).libdb,NISTNO:1212208,0.96566117,4.83E+09,120.0808184,9.342910767,4.27E-05,0.355540027,0.001022339,0.102475667,0.9653553,0.98222303,0.9602424,0.50101,
,L-Phenylalanine,(R)-(-)-2-Phenylglycinol,CASNO:56613-80-0,120.0806896,[M+H-H2O]+,1,120.08074,0.41903168,9.348997,0.015946167,070518Phhmet39,nist_library_elements (2017).libdb,NISTNO:1212208,0.9787753,2.13E+10,120.0806896,9.344497681,8.61E-05,0.717383273,0.001205444,0.109698025,0.9782903,0.9641308,0.98381853,0.7784848,
,L-Phenylalanine,(R)-(-)-2-Phenylglycinol,CASNO:56613-80-0,120.0807863,[M+H-H2O]+,1,120.08074,0.41903168,9.348997,0.015946167,070518Phhmet3,nist_library_elements (2017).libdb,NISTNO:1212203,0.9577078,4.02E+09,120.0807863,9.371263631,1.05E-05,0.087600299,0.001022339,0.102441343,0.9700252,0.99562,0.94096464,0.43380514,
,L-Phenylalanine,(R)-(-)-2-Phenylglycinol,CASNO:56613-80-0,120.0807176,[M+H-H2O]+,1,120.08074,0.41903168,9.348997,0.015946167,070518Phhmet21,nist_library_elements (2017).libdb,NISTNO:1212204,0.96805084,4.51E+09,120.0807176,9.345873006,5.81E-05,0.484062537,9.99E-04,0.101822797,0.97055864,0.9757969,0.96463287,0.5887544,
,L-Phenylalanine,(R)-(-)-2-Phenylglycinol,CASNO:56613-80-0,120.0807131,[M+H-H2O]+,1,120.08074,0.41903168,9.348997,0.015946167,070518Phhmet1,nist_library_elements (2017).libdb,NISTNO:1212203,0.9432489,4.06E+09,120.0807131,9.364488729,6.26E-05,0.521246,0.001991272,0.106192144,0.9498978,0.9739377,0.93080294,0.42413393,
,L-Phenylalanine,(-)-Epinephrine,CASNO:51-43-4,166.0861854,[M+H-H2O]+,1,166.0862,NaN,9.349396,0.017896065,070518Phhmet37,nist_library_elements (2017).libdb,NISTNO:1147883,0.94850695,2.11E+10,166.0861854,9.311119588,6.97E-05,0.419379436,0.001785278,0.125227873,0.9296038,0.979031,0.94463336,0.8144965,
,L-Phenylalanine,(-)-Epinephrine,CASNO:51-43-4,166.0861565,[M+H-H2O]+,1,166.0862,NaN,9.349396,0.017896065,070518Phhmet20,nist_library_elements (2017).libdb,NISTNO:1147883,0.95611006,1.64E+10,166.0861565,9.366071574,9.85E-05,0.593111926,0.001739502,0.108992179,0.97814804,0.97034436,0.94401926,0.8283857,
,L-Phenylalanine,(-)-Epinephrine,CASNO:51-43-4,166.0861861,[M+H-H2O]+,1,166.0862,NaN,9.349396,0.017896065,070518Phhmet38,nist_library_elements (2017).libdb,NISTNO:1147883,0.94550264,1.75E+10,166.0861861,9.35332133,6.89E-05,0.415050037,0.001815796,0.108165232,0.9140688,0.9792475,0.94473225,0.6668843,
,L-Phenylalanine,(-)-Epinephrine,CASNO:51-43-4,166.086215,[M+H-H2O]+,1,166.0862,NaN,9.349396,0.017896065,070518Phhmet2,nist_library_elements (2017).libdb,NISTNO:1147883,0.9390874,2.89E+10,166.086215,9.345016479,4.00E-05,0.240918411,0.00189209,0.107005898,0.876427,0.9879541,0.94368523,0.8202375,
,L-Phenylalanine,(-)-Epinephrine,CASNO:51-43-4,166.0862975,[M+H-H2O]+,1,166.0862,NaN,9.349396,0.017896065,070518Phhmet19,nist_library_elements (2017).libdb,NISTNO:1147883,0.939075,1.89E+10,166.0862975,9.342910767,4.25E-05,0.255642105,0.001953125,0.10120488,0.8757565,0.9872179,0.9441336,0.8343894,
,L-Phenylalanine,(-)-Epinephrine,CASNO:51-43-4,166.0861348,[M+H-H2O]+,1,166.0862,NaN,9.349396,0.017896065,070518Phhmet39,nist_library_elements (2017).libdb,NISTNO:1147883,0.94983506,1.58E+10,166.0861348,9.344497681,1.20E-04,0.723981952,0.002075195,0.113570714,0.9511972,0.9638009,0.94472575,0.75541204,
,L-Phenylalanine,(-)-Epinephrine,CASNO:51-43-4,166.0862844,[M+H-H2O]+,1,166.0862,NaN,9.349396,0.017896065,070518Phhmet3,nist_library_elements (2017).libdb,NISTNO:1147883,0.9451082,2.91E+10,166.0862844,9.371263631,2.93E-05,0.176647343,0.001831055,0.105945953,0.90299135,0.9911676,0.943794,0.80611384,
,L-Phenylalanine,(-)-Epinephrine,CASNO:51-43-4,166.0861619,[M+H-H2O]+,1,166.0862,NaN,9.349396,0.017896065,070518Phhmet21,nist_library_elements (2017).libdb,NISTNO:1147883,0.94851106,1.58E+10,166.0861619,9.345873006,9.31E-05,0.560716652,0.00177002,0.102616596,0.9390588,0.9719641,0.943844,0.85326886,
,L-Phenylalanine,(-)-Epinephrine,CASNO:51-43-4,166.0861466,[M+H-H2O]+,1,166.0862,NaN,9.349396,0.017896065,070518Phhmet1,nist_library_elements (2017).libdb,NISTNO:1147883,0.94973403,3.06E+10,166.0861466,9.364488729,1.08E-04,0.652678598,0.001800537,0.10373648,0.9502682,0.96736604,0.94367874,0.7273369,
,L-Phenylalanine,Tyramine,CASNO:51-67-2,120.0807249,[M+H-H2O]+,1,120.08074,NaN,9.348997,0.015946167,070518Phhmet37,nist_library_elements (2017).libdb,NISTNO:1148133,0.92355573,2.57E+10,120.0807249,9.338126628,5.08E-05,0.42321006,0.001037598,0.123694992,0.931783,0.9788395,0.9023854,0.830857,
,L-Phenylalanine,Tyramine,CASNO:51-67-2,120.0807059,[M+H-H2O]+,1,120.08074,NaN,9.348997,0.015946167,070518Phhmet20,nist_library_elements (2017).libdb,NISTNO:1148133,0.9164267,4.37E+09,120.0807059,9.346391805,6.98E-05,0.581643667,0.001014709,0.104300292,0.92210084,0.9709178,0.8963716,0.6152052,
,L-Phenylalanine,Tyramine,CASNO:51-67-2,120.0807236,[M+H-H2O]+,1,120.08074,NaN,9.348997,0.015946167,070518Phhmet38,nist_library_elements (2017).libdb,NISTNO:1148133,0.9307254,2.31E+10,120.0807236,9.32079366,5.22E-05,0.434406156,0.001037598,0.115040898,0.97390646,0.9782797,0.9004803,0.7178815,
,L-Phenylalanine,Tyramine,CASNO:51-67-2,120.0807558,[M+H-H2O]+,1,120.08074,NaN,9.348997,0.015946167,070518Phhmet2,nist_library_elements (2017).libdb,NISTNO:1148132,0.9178834,3.99E+09,120.0807558,9.366633097,2.00E-05,0.166193192,0.001113892,0.105271212,0.985163,0.99169034,0.87085456,0.5093056,
,L-Phenylalanine,Tyramine,CASNO:51-67-2,120.0808184,[M+H-H2O]+,1,120.08074,NaN,9.348997,0.015946167,070518Phhmet19,nist_library_elements (2017).libdb,NISTNO:1148133,0.9284011,4.83E+09,120.0808184,9.342910767,4.27E-05,0.355540027,0.001022339,0.102475667,0.9653553,0.98222303,0.89814234,0.50101,
,L-Phenylalanine,Tyramine,CASNO:51-67-2,120.0806896,[M+H-H2O]+,1,120.08074,NaN,9.348997,0.015946167,070518Phhmet39,nist_library_elements (2017).libdb,NISTNO:1148133,0.9282696,2.13E+10,120.0806896,9.344497681,8.61E-05,0.717383273,0.001205444,0.109698025,0.9782903,0.9641308,0.8996424,0.7784848,
,L-Phenylalanine,Tyramine,CASNO:51-67-2,120.0807863,[M+H-H2O]+,1,120.08074,NaN,9.348997,0.015946167,070518Phhmet3,nist_library_elements (2017).libdb,NISTNO:1148132,0.9300597,4.02E+09,120.0807863,9.371263631,1.05E-05,0.087600299,0.001022339,0.102441343,0.9700252,0.99562,0.89488435,0.43380514,
,L-Phenylalanine,Tyramine,CASNO:51-67-2,120.0807176,[M+H-H2O]+,1,120.08074,NaN,9.348997,0.015946167,070518Phhmet21,nist_library_elements (2017).libdb,NISTNO:1148133,0.9256222,4.51E+09,120.0807176,9.345873006,5.81E-05,0.484062537,9.99E-04,0.101822797,0.97055864,0.9757969,0.89391863,0.5887544,
,L-Phenylalanine,Tyramine,CASNO:51-67-2,120.0807131,[M+H-H2O]+,1,120.08074,NaN,9.348997,0.015946167,070518Phhmet1,nist_library_elements (2017).libdb,NISTNO:1148132,0.90812165,4.06E+09,120.0807131,9.364488729,6.26E-05,0.521246,0.001991272,0.106192144,0.9498978,0.9739377,0.8722576,0.42413393,
,L-Phenylalanine,1-Amino-2-ethoxybenzene,CASNO:94-70-2,120.0807249,[M+H-H2O]+,1,120.08074,NaN,9.348997,0.015946167,070518Phhmet37,nist_library_elements (2017).libdb,NISTNO:1145173,0.90913206,2.57E+10,120.0807249,9.338126628,5.08E-05,0.42321006,0.001037598,0.123694992,0.931783,0.9788395,0.878346,0.830857,
,L-Phenylalanine,1-Amino-2-ethoxybenzene,CASNO:94-70-2,120.0807059,[M+H-H2O]+,1,120.08074,NaN,9.348997,0.015946167,070518Phhmet20,nist_library_elements (2017).libdb,NISTNO:1145173,0.9018633,4.37E+09,120.0807059,9.346391805,6.98E-05,0.581643667,0.001014709,0.104300292,0.92210084,0.9709178,0.87209916,0.6152052,
,L-Phenylalanine,1-Amino-2-ethoxybenzene,CASNO:94-70-2,120.0807236,[M+H-H2O]+,1,120.08074,NaN,9.348997,0.015946167,070518Phhmet38,nist_library_elements (2017).libdb,NISTNO:1145173,0.9162764,2.31E+10,120.0807236,9.32079366,5.22E-05,0.434406156,0.001037598,0.115040898,0.97390646,0.9782797,0.87639856,0.7178815,
,L-Phenylalanine,1-Amino-2-ethoxybenzene,CASNO:94-70-2,120.0807558,[M+H-H2O]+,1,120.08074,NaN,9.348997,0.015946167,070518Phhmet2,nist_library_elements (2017).libdb,NISTNO:1145172,0.906177,3.99E+09,120.0807558,9.366633097,2.00E-05,0.166193192,0.001113892,0.105271212,0.985163,0.99169034,0.8513439,0.5093056,
,L-Phenylalanine,1-Amino-2-ethoxybenzene,CASNO:94-70-2,120.0808184,[M+H-H2O]+,1,120.08074,NaN,9.348997,0.015946167,070518Phhmet19,nist_library_elements (2017).libdb,NISTNO:1145173,0.91391397,4.83E+09,120.0808184,9.342910767,4.27E-05,0.355540027,0.001022339,0.102475667,0.9653553,0.98222303,0.8739971,0.50101,
,L-Phenylalanine,1-Amino-2-ethoxybenzene,CASNO:94-70-2,120.0806896,[M+H-H2O]+,1,120.08074,NaN,9.348997,0.015946167,070518Phhmet39,nist_library_elements (2017).libdb,NISTNO:1145173,0.91384614,2.13E+10,120.0806896,9.344497681,8.61E-05,0.717383273,0.001205444,0.109698025,0.9782903,0.9641308,0.87560326,0.7784848,
,L-Phenylalanine,1-Amino-2-ethoxybenzene,CASNO:94-70-2,120.0807863,[M+H-H2O]+,1,120.08074,NaN,9.348997,0.015946167,070518Phhmet3,nist_library_elements (2017).libdb,NISTNO:1145172,0.9192101,4.02E+09,120.0807863,9.371263631,1.05E-05,0.087600299,0.001022339,0.102441343,0.9700252,0.99562,0.8768017,0.43380514,
,L-Phenylalanine,1-Amino-2-ethoxybenzene,CASNO:94-70-2,120.0807176,[M+H-H2O]+,1,120.08074,NaN,9.348997,0.015946167,070518Phhmet21,nist_library_elements (2017).libdb,NISTNO:1145173,0.9109154,4.51E+09,120.0807176,9.345873006,5.81E-05,0.484062537,9.99E-04,0.101822797,0.97055864,0.9757969,0.86940706,0.5887544,
,L-Phenylalanine,1-Amino-2-ethoxybenzene,CASNO:94-70-2,120.0807131,[M+H-H2O]+,1,120.08074,NaN,9.348997,0.015946167,070518Phhmet1,nist_library_elements (2017).libdb,NISTNO:1145172,0.89652526,4.06E+09,120.0807131,9.364488729,6.26E-05,0.521246,0.001991272,0.106192144,0.9498978,0.9739377,0.8529303,0.42413393,
,L-Phenylalanine,Benzyl alcohol,CASNO:100-51-6,91.05419026,[M+H-H2O]+,1,91.05418,NaN,9.336312,0.02225926,070518Phhmet37,nist_library_elements (2017).libdb,NISTNO:1049620,0.90326613,3.01E+08,91.05419026,9.311119588,3.64E-05,0.399582985,9.38E-04,0.124605362,0.8265114,0.9800208,,0.34556967,
,L-Phenylalanine,Benzyl alcohol,CASNO:100-51-6,91.05418372,[M+H-H2O]+,1,91.05418,NaN,9.336312,0.02225926,070518Phhmet38,nist_library_elements (2017).libdb,NISTNO:1049621,0.95147306,3.53E+08,91.05418372,9.35332133,4.29E-05,0.47136201,9.31E-04,0.09539067,0.7824366,0.9764319,0.999499,0.270421,
,L-Phenylalanine,Benzyl alcohol,CASNO:100-51-6,91.05415904,[M+H-H2O]+,1,91.05418,NaN,9.336312,0.02225926,070518Phhmet39,nist_library_elements (2017).libdb,NISTNO:1049622,0.93851286,3.59E+08,91.05415904,9.344497681,6.76E-05,0.742421197,9.38E-04,0.105044492,0.7319139,0.9628789,0.9992571,0.38920712,
,L-Phenylalanine,4-Methylphenol,CASNO:106-44-5,91.05419026,[M+H-H2O]+,1,91.05418,NaN,9.336312,0.02225926,070518Phhmet37,nist_library_elements (2017).libdb,NISTNO:1570728,0.90326613,3.01E+08,91.05419026,9.311119588,3.64E-05,0.399582985,9.38E-04,0.124605362,0.8265114,0.9800208,,0.34556967,
,L-Phenylalanine,4-Methylphenol,CASNO:106-44-5,91.05418372,[M+H-H2O]+,1,91.05418,NaN,9.336312,0.02225926,070518Phhmet38,nist_library_elements (2017).libdb,NISTNO:1570760,0.9506593,3.53E+08,91.05418372,9.35332133,4.29E-05,0.47136201,9.31E-04,0.09539067,0.7824366,0.9764319,0.99814254,0.270421,
,L-Phenylalanine,4-Methylphenol,CASNO:106-44-5,91.05415904,[M+H-H2O]+,1,91.05418,NaN,9.336312,0.02225926,070518Phhmet39,nist_library_elements (2017).libdb,NISTNO:1570760,0.9383004,3.59E+08,91.05415904,9.344497681,6.76E-05,0.742421197,9.38E-04,0.105044492,0.7319139,0.9628789,0.99890304,0.38920712,
,L-Phenylalanine,L-Glutamic acid_RT3,CASNO:56-86-0,130.0498299,[M+H-H2O]+,1,130.04987,NaN,9.344244,0.029907009,070518Phhmet20,nist_library_elements (2017).libdb,NISTNO:1007121,0.62011313,4.07E+08,130.0498299,9.346391805,3.96E-05,0.304427806,0.001266479,0.134002876,0.2554477,0.9847786,,0.5651771,
,L-Phenylalanine,L-Glutamic acid_RT3,CASNO:56-86-0,130.0499195,[M+H-H2O]+,1,130.04987,NaN,9.344244,0.029907009,070518Phhmet19,nist_library_elements (2017).libdb,NISTNO:1007121,0.9807997,4.52E+08,130.0499195,9.323220825,4.99E-05,0.384006443,0.001205444,0.144274251,,0.9807997,,R,
,L-Phenylalanine,L-Glutamic acid_RT3,CASNO:56-86-0,130.0498127,[M+H-H2O]+,1,130.04987,NaN,9.344244,0.029907009,070518Phhmet39,nist_library_elements (2017).libdb,NISTNO:1007121,0.531823,5.30E+08,130.0498127,9.314271037,5.69E-05,0.437405906,0.001464844,0.125547449,0.085516214,0.9781297,,0.5960862,
,L-Phenylalanine,L-Glutamic acid_RT3,CASNO:56-86-0,130.0499412,[M+H-H2O]+,1,130.04987,NaN,9.344244,0.029907009,070518Phhmet3,nist_library_elements (2017).libdb,NISTNO:1007121,0.5475214,6.30E+08,130.0499412,9.391468302,7.17E-05,0.551394375,0.001190186,0.13297797,0.122612484,0.9724303,,0.57992536,
,L-Phenylalanine,L-Glutamic acid_RT3,CASNO:56-86-0,130.0498248,[M+H-H2O]+,1,130.04987,NaN,9.344244,0.029907009,070518Phhmet21,nist_library_elements (2017).libdb,NISTNO:1007121,0.60931367,3.63E+08,130.0498248,9.345873006,4.47E-05,0.343929567,0.001266479,0.146968524,0.23582381,0.9828035,,0.34918448,
,L-Phenylalanine,N-Methyl-D-aspartic acid_RT3,CASNO:6384-92-5,130.0498299,[M+H-H2O]+,1,130.04987,NaN,9.344244,0.029907009,070518Phhmet20,nist_library_elements (2017).libdb,NISTNO:1167270,0.62011313,4.07E+08,130.0498299,9.346391805,3.96E-05,0.304427806,0.001266479,0.134002876,0.2554477,0.9847786,,0.5651771,
,L-Phenylalanine,N-Methyl-D-aspartic acid_RT3,CASNO:6384-92-5,130.0499195,[M+H-H2O]+,1,130.04987,NaN,9.344244,0.029907009,070518Phhmet19,nist_library_elements (2017).libdb,NISTNO:1167270,0.9807997,4.52E+08,130.0499195,9.323220825,4.99E-05,0.384006443,0.001205444,0.144274251,,0.9807997,,R,
,L-Phenylalanine,N-Methyl-D-aspartic acid_RT3,CASNO:6384-92-5,130.0498127,[M+H-H2O]+,1,130.04987,NaN,9.344244,0.029907009,070518Phhmet39,nist_library_elements (2017).libdb,NISTNO:1167270,0.531823,5.30E+08,130.0498127,9.314271037,5.69E-05,0.437405906,0.001464844,0.125547449,0.085516214,0.9781297,,0.5960862,
,L-Phenylalanine,N-Methyl-D-aspartic acid_RT3,CASNO:6384-92-5,130.0499412,[M+H-H2O]+,1,130.04987,NaN,9.344244,0.029907009,070518Phhmet3,nist_library_elements (2017).libdb,NISTNO:1167270,0.5475214,6.30E+08,130.0499412,9.391468302,7.17E-05,0.551394375,0.001190186,0.13297797,0.122612484,0.9724303,,0.57992536,
